genome,completeness,contamination,length,N50
AtH2023_SRR8960611_MAG05.fasta,98.59,0.03,1956339.0,78433.0
AtH2023_SRR8960611_MAG06.fasta,97.56,0.11,1546737.0,42294.0
AtH2023_SRR8960611_MAG07.fasta,90.87,1.64,1600147.0,8526.0
AtH2023_SRR8960611_MAG08.fasta,95.27,0.03,1603712.0,13577.0
AtH2023_SRR8960611_MAG09.fasta,94.46,2.36,1531988.0,6028.0
AtH2023_SRR8960611_MAG10.fasta,86.75,2.39,2434130.0,8339.0
AtH2023_SRR8960611_MAG11.fasta,93.91,3.88,1643330.0,7551.0
AtH2023_SRR8960611_MAG12.fasta,99.39,0.03,2365122.0,54513.0
AtH2023_SRR8960615_MAG01.fasta,94.74,2.74,1869939.0,23635.0
AtH2023_SRR8960615_MAG02.fasta,99.96,0.28,4517139.0,49463.0
AtH2023_SRR8960615_MAG03.fasta,99.79,0.47,3113021.0,63050.0
AtH2023_SRR8960615_MAG04.fasta,99.76,0.38,2616079.0,35903.0
AtH2023_SRR8960615_MAG05.fasta,95.11,0.86,2358353.0,16830.0
AtH2023_SRR8960615_MAG06.fasta,96.64,0.35,3194774.0,29721.0
AtH2023_SRR8960615_MAG07.fasta,99.77,0.07,1620209.0,42745.0
AtH2023_SRR8960615_MAG08.fasta,99.93,1.15,3327566.0,96352.0
AtH2023_SRR8960615_MAG09.fasta,97.81,0.24,2116575.0,43020.0
AtH2023_SRR8960615_MAG10.fasta,96.33,0.14,2089773.0,84640.0
AtH2023_SRR8960615_MAG11.fasta,94.29,0.04,1853618.0,57561.0
AtH2023_SRR8960616_MAG01.fasta,57.01,0.42,1039378.0,33028.0
AtH2023_SRR8960616_MAG02.fasta,87.84,0.11,1740551.0,46399.0
AtH2023_SRR8960616_MAG03.fasta,91.54,0.05,2077126.0,68123.0
AtH2023_SRR8960616_MAG04.fasta,84.61,2.52,3920037.0,6130.0
AtH2023_SRR8960616_MAG05.fasta,99.69,1.76,1959234.0,104146.0
AtH2023_SRR8960616_MAG06.fasta,98.38,2.43,2061889.0,34738.0
AtH2023_SRR8960616_MAG07.fasta,97.38,0.34,1891831.0,58807.0
AtH2023_SRR8960616_MAG08.fasta,94.24,1.95,2632728.0,7813.0
AtH2023_SRR8960616_MAG09.fasta,97.96,3.77,2685423.0,50986.0
AtH2023_SRR8960616_MAG10.fasta,87.86,1.02,2320137.0,73492.0
AtH2023_SRR8960616_MAG11.fasta,98.22,0.15,1877614.0,98387.0
AtH2023_SRR8960616_MAG12.fasta,92.26,0.26,3380231.0,50159.0
AtH2023_SRR8960616_MAG13.fasta,92.04,2.45,2627747.0,15510.0
AtH2023_SRR8960616_MAG14.fasta,98.6,0.7,2058797.0,13531.0
AtH2023_SRR8960616_MAG15.fasta,81.15,0.12,2329700.0,37347.0
AtH2023_SRR8960616_MAG16.fasta,94.44,4.24,2516366.0,40682.0
AtH2023_SRR8960616_MAG17.fasta,92.25,0.3,1596812.0,22140.0
AtH2023_SRR8960616_MAG18.fasta,90.16,0.52,2253391.0,37436.0
AtH2023_SRR8960616_MAG19.fasta,81.47,1.18,2147564.0,11463.0
AtH2023_SRR8960616_MAG20.fasta,86.69,0.08,2726425.0,25386.0
AtH2023_SRR8960616_MAG21.fasta,97.33,0.27,2263717.0,80067.0
AtH2023_SRR8960616_MAG22.fasta,88.67,0.02,2106949.0,83186.0
AtH2023_SRR8960616_MAG23.fasta,97.41,0.14,1987804.0,121172.0
SRR8960621_MAG01.fasta,97.06,1.87,2456114.0,25368.0
SRR8960621_MAG02.fasta,98.75,0.01,2140802.0,30308.0
SRR8960621_MAG03.fasta,90.4,1.3,1881539.0,17993.0
SRR8960621_MAG04.fasta,85.32,1.1,1679797.0,13734.0
SRR8960621_MAG05.fasta,89.33,6.21,2262720.0,8195.0
SRR8960621_MAG06.fasta,96.88,0.2,1861973.0,5612.0
SRR8960621_MAG07.fasta,92.6,0.34,1562445.0,27214.0
SRR8960621_MAG08.fasta,86.84,2.56,1401992.0,8830.0
SRR8960621_MAG09.fasta,96.34,1.6,1904925.0,24712.0
SRR8960621_MAG10.fasta,80.95,0.32,2760727.0,6280.0
SRR8960621_MAG11.fasta,97.98,0.27,2315024.0,64593.0
SRR8960621_MAG12.fasta,93.66,0.29,1580546.0,27078.0
SRR8960621_MAG13.fasta,99.69,0.15,1617097.0,60899.0
AtH2023_SRR8960624_MAG1.fasta,97.29,6.58,2060670.0,28536.0
AtH2023_SRR8960624_MAG2.fasta,98.92,0.86,1787209.0,16364.0
AtH2023_SRR8960624_MAG3.fasta,99.99,1.78,2695980.0,12213.0
AtH2023_SRR8960624_MAG4.fasta,69.66,0.39,1186321.0,6444.0
AtH2023_SRR8960624_MAG5.fasta,89.84,6.58,1407866.0,16336.0
AtH2023_SRR8960624_MAG6.fasta,88.23,0.48,1677572.0,18465.0
AtH2023_SRR8960624_MAG7.fasta,99.69,0.73,1430402.0,19691.0
AtH2023_SRR8960624_MAG8.fasta,99.14,0.43,2191240.0,37980.0
AtH2023_SRR8960631_MAG01.fasta,98.36,0.58,2290868.0,56305.0
AtH2023_SRR8960631_MAG02.fasta,96.14,0.03,1886942.0,109769.0
AtH2023_SRR8960631_MAG03.fasta,99.92,0.22,2534648.0,148473.0
AtH2023_SRR8960631_MAG04.fasta,99.96,0.26,1935957.0,107089.0
AtH2023_SRR8960631_MAG05.fasta,99.96,1.33,2360304.0,44913.0
AtH2023_SRR8960631_MAG06.fasta,94.06,7.09,2689986.0,15038.0
AtH2023_SRR8960631_MAG07.fasta,84.12,3.95,1627818.0,14974.0
AtH2023_SRR8960631_MAG08.fasta,91.15,3.55,2617053.0,6834.0
AtH2023_SRR8960631_MAG09.fasta,86.85,1.32,1922739.0,13439.0
AtH2023_SRR8960631_MAG10.fasta,97.32,1.58,2174868.0,11410.0
AtH2023_SRR8960631_MAG11.fasta,85.4,0.36,2128186.0,66920.0
AtH2023_SRR8960631_MAG12.fasta,90.1,1.61,2018386.0,35809.0
AtH2023_SRR8960631_MAG13.fasta,88.65,3.81,2428254.0,7819.0
AtH2023_SRR8960631_MAG14.fasta,92.87,2.15,2118730.0,6810.0
AtH2023_SRR8960631_MAG15.fasta,99.41,0.87,1971281.0,18610.0
AtH2023_SRR8960631_MAG16.fasta,97.99,2.59,1692930.0,24006.0
AtH2023_SRR8960631_MAG17.fasta,95.49,0.24,2611284.0,48759.0
AtH2023_SRR8960631_MAG18.fasta,96.22,2.86,1565629.0,7018.0
AtH2023_SRR8960631_MAG19.fasta,86.16,0.12,1621409.0,20448.0
AtH2023_SRR8960631_MAG20.fasta,92.35,1.24,1992914.0,25041.0
AtH2023_SRR8960631_MAG21.fasta,97.05,0.4,3201016.0,48374.0
AtH2023_SRR8960631_MAG22.fasta,94.39,2.01,1654982.0,14266.0
AtH2023_SRR8960631_MAG23.fasta,94.78,8.23,1488336.0,21028.0
AtH2023_SRR8960631_MAG24.fasta,94.68,0.31,1959041.0,57701.0
AtH2023_SRR8960633_MAG01.fasta,79.53,0.25,1718772.0,27438.0
AtH2023_SRR8960633_MAG02.fasta,89.98,0.63,1481071.0,6235.0
AtH2023_SRR8960633_MAG03.fasta,99.12,0.0,2344275.0,65370.0
AtH2023_SRR8960633_MAG04.fasta,89.42,1.6,1918916.0,7072.0
AtH2023_SRR8960633_MAG05.fasta,78.62,0.15,2098969.0,7101.0
AtH2023_SRR8960633_MAG06.fasta,94.33,1.59,966795.0,31070.0
AtH2023_SRR8960633_MAG07.fasta,95.47,0.02,1577623.0,32375.0
AtH2023_SRR8960633_MAG08.fasta,90.98,1.11,1690131.0,45748.0
AtH2023_SRR8960633_MAG09.fasta,77.31,0.95,1963498.0,8252.0
AtH2023_SRR8960633_MAG10.fasta,93.4,0.48,2007485.0,17843.0
AtH2023_SRR8960633_MAG11.fasta,97.8,2.23,1211435.0,31970.0
AtH2023_SRR8960633_MAG12.fasta,97.38,0.3,1647778.0,114548.0
AtH2023_SRR8960633_MAG13.fasta,99.64,0.05,1064043.0,142089.0
AtH2023_SRR8960635_MAG1.fasta,93.48,1.71,2234633.0,17683.0
AtH2023_SRR8960635_MAG2.fasta,96.78,4.39,2945531.0,10796.0
AtH2023_SRR8960635_MAG3.fasta,91.65,0.11,1713216.0,22833.0
AtH2023_SRR8960635_MAG4.fasta,94.7,2.81,1310218.0,27270.0
AtH2023_SRR8960635_MAG5.fasta,99.79,0.27,1967483.0,132831.0
AtH2023_SRR8960639_MAG01.fasta,92.95,2.54,1618998.0,15164.0
AtH2023_SRR8960639_MAG02.fasta,94.17,0.15,2184136.0,39613.0
AtH2023_SRR8960639_MAG03.fasta,88.76,0.3,1860243.0,63167.0
AtH2023_SRR8960639_MAG04.fasta,95.68,7.0,2304597.0,5605.0
AtH2023_SRR8960639_MAG05.fasta,51.85,0.06,958695.0,19091.0
AtH2023_SRR8960639_MAG06.fasta,92.5,3.76,1622700.0,20685.0
AtH2023_SRR8960639_MAG07.fasta,98.15,1.23,1580496.0,21128.0
AtH2023_SRR8960639_MAG08.fasta,98.17,1.6,2471029.0,56219.0
AtH2023_SRR8960639_MAG09.fasta,99.76,4.22,2248361.0,19226.0
AtH2023_SRR8960639_MAG10.fasta,89.11,1.58,1440516.0,6330.0
AtH2023_SRR8960639_MAG11.fasta,82.06,0.01,1301213.0,16536.0
AtH2023_SRR8960639_MAG12.fasta,79.13,0.64,1496614.0,80901.0
AtH2023_SRR8960639_MAG13.fasta,94.57,1.15,1971941.0,13050.0
AtH2023_SRR8960643_MAG01.fasta,89.69,2.18,2224717.0,15432.0
AtH2023_SRR8960643_MAG02.fasta,88.35,5.69,1383659.0,18542.0
AtH2023_SRR8960643_MAG03.fasta,92.62,3.05,1550050.0,13066.0
AtH2023_SRR8960643_MAG04.fasta,96.5,5.98,2146204.0,11663.0
AtH2023_SRR8960643_MAG05.fasta,87.97,4.36,2095854.0,9855.0
AtH2023_SRR8960643_MAG06.fasta,97.27,0.95,2428257.0,15402.0
AtH2023_SRR8960643_MAG07.fasta,89.01,1.63,1927033.0,5409.0
AtH2023_SRR8960643_MAG08.fasta,71.81,2.04,1456462.0,6332.0
AtH2023_SRR8960643_MAG09.fasta,95.08,0.19,2296176.0,10182.0
AtH2023_SRR8960643_MAG10.fasta,97.06,1.97,2787002.0,23360.0
AtH2023_SRR8960643_MAG11.fasta,97.25,0.21,2061682.0,51808.0
AtH2023_SRR8960643_MAG12.fasta,93.21,2.8,1750922.0,8608.0
AtH2023_SRR8960643_MAG13.fasta,99.22,0.04,1023011.0,63477.0
AtH2023_SRR8960643_MAG14.fasta,95.59,0.37,1683583.0,26013.0
AtH2023_SRR8960643_MAG15.fasta,84.09,0.11,2044870.0,46416.0
AtH2023_SRR8960643_MAG16.fasta,90.58,0.06,1690936.0,22317.0
AtH2023_SRR8960643_MAG17.fasta,94.1,0.89,1803022.0,37874.0
AtH2023_SRR8960643_MAG18.fasta,99.67,2.18,2903699.0,44728.0
AtH2023_SRR8960643_MAG19.fasta,96.29,0.59,1861066.0,99790.0
AtH2023_SRR8960643_MAG20.fasta,99.28,0.01,1553848.0,45613.0
AtH2023_SRR8960663_MAG01.fasta,96.88,0.98,1856671.0,27464.0
AtH2023_SRR8960663_MAG02.fasta,99.97,0.04,1860419.0,42862.0
AtH2023_SRR8960663_MAG03.fasta,96.72,0.3,2016501.0,75208.0
AtH2023_SRR8960663_MAG04.fasta,95.36,0.13,1795388.0,38047.0
AtH2023_SRR8960663_MAG05.fasta,95.99,1.64,2357116.0,7247.0
AtH2023_SRR8960663_MAG06.fasta,98.44,2.4,2150308.0,108437.0
AtH2023_SRR8960663_MAG07.fasta,86.62,1.41,2691611.0,35134.0
AtH2023_SRR8960663_MAG08.fasta,94.5,0.0,2213589.0,65081.0
AtH2023_SRR8960663_MAG09.fasta,97.22,3.7,2326291.0,39856.0
AtH2023_SRR8960663_MAG10.fasta,86.87,0.46,2285289.0,11557.0
AtH2023_SRR8960663_MAG11.fasta,93.52,1.21,2922324.0,8346.0
AtH2023_SRR8960663_MAG12.fasta,67.15,1.91,2000144.0,5705.0
AtH2023_SRR8960663_MAG13.fasta,91.79,0.45,1086658.0,11033.0
AtH2023_SRR8960663_MAG14.fasta,83.29,4.17,2027556.0,10375.0
AtH2023_SRR8960663_MAG15.fasta,85.7,2.32,1565273.0,10992.0
AtH2023_SRR8960663_MAG16.fasta,98.09,0.06,2462618.0,96030.0
AtH2023_SRR8960663_MAG17.fasta,96.5,5.91,3876895.0,21434.0
AtH2023_SRR8960663_MAG18.fasta,67.95,0.01,1426037.0,37831.0
AtH2023_SRR8960663_MAG19.fasta,98.9,0.43,2809154.0,45369.0
AtH2023_SRR8960663_MAG20.fasta,96.46,1.24,1861363.0,25944.0
AtH2023_SRR8960663_MAG21.fasta,93.48,0.27,1649503.0,15455.0
AtH2023_SRR8960663_MAG22.fasta,59.04,0.1,1001136.0,77689.0
AtH2023_SRR8960663_MAG23.fasta,81.56,0.25,1325491.0,21116.0
AtH2023_SRR8960663_MAG24.fasta,90.57,0.24,1913027.0,105749.0
AtH2023_SRR8960667_MAG1.fasta,85.71,4.25,1413857.0,5571.0
AtH2023_SRR8960667_MAG2.fasta,87.22,4.2,1376432.0,7944.0
AtH2023_SRR8960667_MAG3.fasta,75.22,0.97,1554856.0,13871.0
AtH2023_SRR8960667_MAG4.fasta,97.9,0.08,1528640.0,37344.0
AtH2023_SRR8960667_MAG5.fasta,98.58,0.13,1453186.0,32172.0
AtH2023_SRR8960667_MAG6.fasta,92.45,0.5,2411912.0,33769.0
AtH2023_SRR8960667_MAG7.fasta,93.29,0.65,1865759.0,11673.0
AtH2023_SRR8960667_MAG8.fasta,83.59,0.1,1577323.0,22907.0
AtH2023_SRR8960667_MAG9.fasta,77.21,0.16,2231820.0,40298.0
AtH2023_SRR8960668_MAG1.fasta,89.21,0.32,1681610.0,16042.0
AtH2023_SRR8960668_MAG2.fasta,88.66,0.88,2234025.0,6106.0
AtH2023_SRR8960668_MAG3.fasta,77.62,1.91,2325789.0,20274.0
AtH2023_SRR8960668_MAG4.fasta,86.99,0.64,1964881.0,25657.0
AtH2023_SRR8960668_MAG5.fasta,93.14,1.05,2117504.0,19999.0
AtH2023_SRR8960668_MAG6.fasta,95.49,0.45,2085582.0,25808.0
AtH2023_SRR8960668_MAG7.fasta,99.5,2.02,2073446.0,22208.0
AtH2023_SRR8960668_MAG8.fasta,87.55,0.04,2382701.0,42996.0
AtH2023_SRR8960668_MAG9.fasta,97.35,1.44,1288479.0,25318.0
AtH2023_SRR8960673_MAG01.fasta,86.91,2.71,3945152.0,10582.0
AtH2023_SRR8960673_MAG02.fasta,99.63,0.39,2004777.0,14935.0
AtH2023_SRR8960673_MAG03.fasta,93.76,2.16,1248131.0,58543.0
AtH2023_SRR8960673_MAG04.fasta,87.53,0.09,2612656.0,35102.0
AtH2023_SRR8960673_MAG05.fasta,98.93,0.1,2585191.0,18082.0
AtH2023_SRR8960673_MAG06.fasta,85.46,0.08,2067735.0,75875.0
AtH2023_SRR8960673_MAG07.fasta,97.5,0.82,2174472.0,71031.0
AtH2023_SRR8960673_MAG08.fasta,86.45,0.14,1725457.0,21459.0
AtH2023_SRR8960673_MAG09.fasta,90.9,0.44,3329363.0,68321.0
AtH2023_SRR8960673_MAG10.fasta,99.69,0.14,1625927.0,35245.0
AtH2023_SRR8960673_MAG11.fasta,86.07,0.0,2883175.0,69523.0
AtH2023_SRR8960673_MAG12.fasta,95.14,0.02,2096920.0,81926.0
AtH2023_SRR8960679_MAG01.fasta,97.74,2.37,2332874.0,119854.0
AtH2023_SRR8960679_MAG02.fasta,61.9,0.35,1041953.0,22019.0
AtH2023_SRR8960679_MAG03.fasta,97.14,3.7,2137810.0,17267.0
AtH2023_SRR8960679_MAG04.fasta,98.52,1.84,2091247.0,14603.0
AtH2023_SRR8960679_MAG05.fasta,94.84,1.21,1943017.0,17061.0
AtH2023_SRR8960679_MAG06.fasta,86.77,1.52,1978745.0,7484.0
AtH2023_SRR8960679_MAG07.fasta,99.16,0.35,1555234.0,48021.0
AtH2023_SRR8960679_MAG08.fasta,90.4,0.5,1702073.0,26212.0
AtH2023_SRR8960679_MAG09.fasta,87.14,2.59,2031187.0,12445.0
AtH2023_SRR8960679_MAG10.fasta,87.58,0.3,2494343.0,66635.0
AtH2023_SRR8960679_MAG11.fasta,98.76,0.24,2474474.0,57422.0
AtH2023_SRR8960686_MAG01.fasta,92.25,0.34,1973350.0,38586.0
AtH2023_SRR8960686_MAG02.fasta,94.77,2.03,2514768.0,44738.0
AtH2023_SRR8960686_MAG03.fasta,99.92,1.19,3222112.0,77618.0
AtH2023_SRR8960686_MAG04.fasta,95.17,0.28,1747074.0,13105.0
AtH2023_SRR8960686_MAG05.fasta,83.98,2.78,1642263.0,9530.0
AtH2023_SRR8960686_MAG06.fasta,97.48,3.26,3960375.0,23323.0
AtH2023_SRR8960686_MAG07.fasta,99.14,1.79,4053416.0,10621.0
AtH2023_SRR8960686_MAG08.fasta,88.41,0.53,2294207.0,6107.0
AtH2023_SRR8960686_MAG09.fasta,95.44,0.02,1969854.0,15299.0
AtH2023_SRR8960686_MAG10.fasta,98.44,3.65,2190777.0,14393.0
AtH2023_SRR8960686_MAG11.fasta,95.18,1.12,1804946.0,15683.0
AtH2023_SRR8960686_MAG12.fasta,82.68,0.04,1769737.0,9955.0
AtH2023_SRR8960686_MAG13.fasta,74.96,2.11,1640863.0,6374.0
AtH2023_SRR8960686_MAG14.fasta,87.96,0.07,1739630.0,22063.0
AtH2023_SRR8960686_MAG15.fasta,87.8,0.62,977359.0,8141.0
AtH2023_SRR8960686_MAG16.fasta,93.28,0.19,2452001.0,128649.0
AtH2023_SRR8960688_MAG01.fasta,83.98,0.06,2480558.0,81551.0
AtH2023_SRR8960688_MAG02.fasta,96.6,1.02,1887471.0,34883.0
AtH2023_SRR8960688_MAG03.fasta,84.71,1.34,2216111.0,5571.0
AtH2023_SRR8960688_MAG04.fasta,97.06,0.58,2048015.0,66818.0
AtH2023_SRR8960688_MAG05.fasta,100.0,0.05,4651602.0,36570.0
AtH2023_SRR8960688_MAG06.fasta,99.99,0.94,3169680.0,53130.0
AtH2023_SRR8960688_MAG07.fasta,66.91,2.49,1045261.0,10672.0
AtH2023_SRR8960688_MAG08.fasta,83.04,2.26,1186122.0,7160.0
AtH2023_SRR8960688_MAG09.fasta,99.93,1.14,3334912.0,99374.0
AtH2023_SRR8960688_MAG10.fasta,96.74,0.46,2040944.0,76028.0
AtH2023_SRR8960688_MAG11.fasta,84.34,0.84,967488.0,10410.0
AtH2023_SRR8960688_MAG12.fasta,93.66,0.52,2600938.0,21380.0
AtH2023_SRR8960688_MAG13.fasta,99.82,0.18,1644192.0,44748.0
AtH2023_SRR8960688_MAG14.fasta,91.45,0.21,1707467.0,14959.0
AtH2023_SRR8960688_MAG15.fasta,99.47,0.95,2323970.0,20787.0
AtH2023_SRR8960688_MAG16.fasta,90.05,1.82,1823578.0,35841.0
AtH2023_SRR8960688_MAG17.fasta,88.01,0.18,1518798.0,128459.0
AtH2023_SRR8960688_MAG18.fasta,100.0,3.48,2904294.0,53831.0
AtH2023_SRR8960688_MAG19.fasta,95.54,0.04,1983410.0,56609.0
AtH2023_SRR8960709_MAG1.fasta,93.98,1.52,1583545.0,27512.0
AtH2023_SRR8960709_MAG2.fasta,99.42,0.14,2377595.0,93078.0
AtH2023_SRR8960709_MAG3.fasta,99.23,0.0,1951752.0,44683.0
AtH2023_SRR8960709_MAG4.fasta,99.96,0.19,1894729.0,97360.0
AtH2023_SRR8960709_MAG5.fasta,85.72,4.39,3249532.0,12662.0
AtH2023_SRR8960709_MAG6.fasta,92.62,1.57,1868094.0,28374.0
AtH2023_SRR8960709_MAG7.fasta,88.39,0.51,1663082.0,24297.0
AtH2023_SRR8960709_MAG8.fasta,92.61,0.94,2000835.0,22531.0
AtH2023_SRR8960709_MAG9.fasta,98.02,0.21,2133311.0,118300.0
AtH2023_SRR8960710_MAG01.fasta,94.89,0.55,1747138.0,41602.0
AtH2023_SRR8960710_MAG02.fasta,87.12,0.93,861276.0,36569.0
AtH2023_SRR8960710_MAG03.fasta,82.92,1.6,2251733.0,5611.0
AtH2023_SRR8960710_MAG04.fasta,87.48,0.66,2195329.0,5542.0
AtH2023_SRR8960710_MAG05.fasta,78.22,0.55,1641476.0,6461.0
AtH2023_SRR8960710_MAG06.fasta,91.02,1.48,1551929.0,20777.0
AtH2023_SRR8960710_MAG07.fasta,91.56,0.0,1691330.0,25175.0
AtH2023_SRR8960710_MAG08.fasta,96.79,0.0,2144383.0,29267.0
AtH2023_SRR8960710_MAG09.fasta,79.81,2.97,1514154.0,6496.0
AtH2023_SRR8960710_MAG10.fasta,95.32,0.96,2902947.0,29366.0
AtH2023_SRR8960710_MAG11.fasta,100.0,0.47,3120657.0,24391.0
AtH2023_SRR8960710_MAG12.fasta,93.5,1.12,1863435.0,15361.0
AtH2023_SRR8960710_MAG13.fasta,99.45,1.96,2395765.0,54078.0
AtH2023_SRR8960710_MAG14.fasta,98.75,0.83,1622990.0,59562.0
AtH2023_SRR8960710_MAG15.fasta,88.96,0.05,1388285.0,32413.0
AtH2023_SRR8960710_MAG16.fasta,89.03,0.5,1856728.0,19471.0
AtH2023_SRR8960710_MAG17.fasta,85.13,0.61,2539769.0,117979.0
AtH2023_SRR8960715_MAG01.fasta,96.81,0.25,2048812.0,42533.0
AtH2023_SRR8960715_MAG02.fasta,96.3,0.24,1896244.0,72587.0
AtH2023_SRR8960715_MAG03.fasta,90.48,1.9,1591717.0,7097.0
AtH2023_SRR8960715_MAG04.fasta,99.59,1.16,1570139.0,23495.0
AtH2023_SRR8960715_MAG05.fasta,98.52,0.28,1762074.0,23693.0
AtH2023_SRR8960715_MAG06.fasta,99.83,0.05,1092889.0,1048968.0
AtH2023_SRR8960715_MAG07.fasta,83.28,0.14,1565379.0,27862.0
AtH2023_SRR8960715_MAG08.fasta,98.21,0.43,2283507.0,55310.0
AtH2023_SRR8960715_MAG09.fasta,95.34,1.69,1859613.0,37804.0
AtH2023_SRR8960715_MAG10.fasta,75.49,0.3,1315035.0,5658.0
AtH2023_SRR8960715_MAG11.fasta,74.64,2.0,1888389.0,6075.0
AtH2023_SRR8960715_MAG12.fasta,95.38,5.91,1102850.0,18358.0
AtH2023_SRR8960715_MAG13.fasta,80.89,0.05,1418531.0,10304.0
AtH2023_SRR8960715_MAG14.fasta,90.53,0.46,2239629.0,6682.0
AtH2023_SRR8960715_MAG15.fasta,92.74,2.42,1577972.0,7261.0
AtH2023_SRR8960715_MAG16.fasta,75.94,0.16,1953366.0,14210.0
AtH2023_SRR8960715_MAG17.fasta,79.96,2.07,1622414.0,7957.0
AtH2023_SRR8960715_MAG18.fasta,92.53,1.99,1169232.0,47956.0
AtH2023_SRR8960715_MAG19.fasta,98.52,0.13,2293525.0,111962.0
AtH2023_SRR8960715_MAG20.fasta,78.78,0.8,916030.0,19154.0
AtH2023_SRR8960715_MAG21.fasta,97.96,0.0,1741773.0,96963.0
AtH2023_SRR8960717_MAG1.fasta,89.75,1.98,1471098.0,7844.0
AtH2023_SRR8960717_MAG2.fasta,90.27,2.69,2119661.0,17991.0
AtH2023_SRR8960717_MAG3.fasta,98.91,1.92,2750614.0,59610.0
AtH2023_SRR8960717_MAG4.fasta,78.41,0.91,1561537.0,9611.0
AtH2023_SRR8960717_MAG5.fasta,96.88,1.12,2934985.0,19227.0
AtH2023_SRR8960717_MAG6.fasta,94.21,4.82,1402158.0,8101.0
AtH2023_SRR8960717_MAG7.fasta,98.18,0.18,2337610.0,177755.0
AtH2023_SRR8960721_MAG01.fasta,96.29,0.25,2640038.0,52694.0
AtH2023_SRR8960721_MAG02.fasta,99.71,2.39,1929130.0,34342.0
AtH2023_SRR8960721_MAG03.fasta,99.0,0.17,2035493.0,61694.0
AtH2023_SRR8960721_MAG04.fasta,97.94,7.85,2848521.0,7738.0
AtH2023_SRR8960721_MAG05.fasta,91.93,0.64,2133176.0,27862.0
AtH2023_SRR8960721_MAG06.fasta,97.56,4.21,1872300.0,41199.0
AtH2023_SRR8960721_MAG07.fasta,86.68,5.6,2588281.0,9948.0
AtH2023_SRR8960721_MAG08.fasta,89.36,0.53,2178034.0,9681.0
AtH2023_SRR8960721_MAG09.fasta,88.05,1.58,1550471.0,13149.0
AtH2023_SRR8960721_MAG10.fasta,83.6,0.35,1585393.0,6138.0
AtH2023_SRR8960721_MAG11.fasta,79.58,0.49,1729566.0,6922.0
AtH2023_SRR8960721_MAG12.fasta,83.29,1.37,1398571.0,5136.0
AtH2023_SRR8960721_MAG13.fasta,81.71,2.04,1653506.0,9056.0
AtH2023_SRR8960721_MAG14.fasta,91.85,1.79,2071508.0,15972.0
AtH2023_SRR8960721_MAG15.fasta,96.32,1.52,1937525.0,31611.0
AtH2023_SRR8960721_MAG16.fasta,78.73,0.33,1393931.0,22579.0
AtH2023_SRR8960721_MAG17.fasta,96.72,0.25,911414.0,38410.0
AtH2023_SRR8960721_MAG18.fasta,95.68,0.07,1643031.0,42009.0
AtH2023_SRR8960722_MAG01.fasta,85.55,0.78,1932913.0,15672.0
AtH2023_SRR8960722_MAG02.fasta,79.25,4.54,2206752.0,14159.0
AtH2023_SRR8960722_MAG03.fasta,94.49,5.37,2000595.0,29104.0
AtH2023_SRR8960722_MAG04.fasta,90.76,1.23,1828666.0,37816.0
AtH2023_SRR8960722_MAG05.fasta,78.37,3.41,1740028.0,7816.0
AtH2023_SRR8960722_MAG06.fasta,84.87,3.21,1778095.0,10452.0
AtH2023_SRR8960722_MAG07.fasta,81.2,1.63,1388889.0,6480.0
AtH2023_SRR8960722_MAG08.fasta,84.14,0.07,867684.0,7695.0
AtH2023_SRR8960722_MAG09.fasta,100.0,1.2,2169353.0,21637.0
AtH2023_SRR8960722_MAG10.fasta,77.54,0.65,2047467.0,35463.0
AtH2023_SRR8960722_MAG11.fasta,97.69,0.28,2178024.0,29021.0
AtH2023_SRR8960722_MAG12.fasta,85.6,0.15,1619647.0,24730.0
AtH2023_SRR8960729_MAG01.fasta,93.94,4.3,1739587.0,16443.0
AtH2023_SRR8960729_MAG02.fasta,88.68,1.62,3867770.0,8017.0
AtH2023_SRR8960729_MAG03.fasta,95.22,0.58,2259181.0,106024.0
AtH2023_SRR8960729_MAG04.fasta,99.63,0.27,2937738.0,71591.0
AtH2023_SRR8960729_MAG05.fasta,99.94,0.26,2490174.0,79669.0
AtH2023_SRR8960729_MAG06.fasta,96.85,2.61,2565440.0,6131.0
AtH2023_SRR8960729_MAG07.fasta,91.15,0.02,1112912.0,8706.0
AtH2023_SRR8960729_MAG08.fasta,88.45,0.01,1467042.0,8429.0
AtH2023_SRR8960729_MAG09.fasta,97.53,0.21,2125726.0,45768.0
AtH2023_SRR8960729_MAG10.fasta,99.35,0.05,1041311.0,81170.0
AtH2023_SRR8960729_MAG11.fasta,89.08,0.12,1702432.0,24357.0
AtH2023_SRR8960729_MAG12.fasta,94.43,0.49,1784273.0,22989.0
AtH2023_SRR8960729_MAG13.fasta,86.03,0.4,2935960.0,23490.0
AtH2023_SRR8960729_MAG14.fasta,84.2,3.49,1489831.0,9315.0
AtH2023_SRR8960729_MAG15.fasta,91.61,0.17,2043168.0,88770.0
AtH2023_SRR8960729_MAG16.fasta,93.48,0.0,1805307.0,34801.0
AtH2023_SRR8960729_MAG17.fasta,97.91,1.42,2454742.0,36786.0
AtH2023_SRR8960729_MAG18.fasta,96.03,0.57,1855258.0,105926.0
AtH2023_SRR8960731_MAG01.fasta,97.29,1.72,2145616.0,32993.0
AtH2023_SRR8960731_MAG02.fasta,90.13,0.77,2254369.0,6596.0
AtH2023_SRR8960731_MAG03.fasta,93.13,0.0,1769699.0,17694.0
